epoch,Center,Left_bhip,Left_ear,Left_fhip,Nose,Right_bhip,Right_ear,Right_fhip,Spine_1,Spine_2,Tail_1,Tail_2,Tail_base,Tail_tip,loss,lr,val_Center,val_Left_bhip,val_Left_ear,val_Left_fhip,val_Nose,val_Right_bhip,val_Right_ear,val_Right_fhip,val_Spine_1,val_Spine_2,val_Tail_1,val_Tail_2,val_Tail_base,val_Tail_tip,val_loss
0,0.0018161111511290073,0.0024265614338219166,0.0022262302227318287,0.0023060173261910677,0.0017793674487620592,0.002429036423563957,0.002220022724941373,0.0023010866716504097,0.002094763098284602,0.00223065004684031,0.0021101899910718203,0.002206613076850772,0.0019925525411963463,0.0023183405864983797,0.002175538567826152,1e-04,0.0012977822916582227,0.002135646529495716,0.001502669882029295,0.0018361883703619242,0.0009210442658513784,0.0020680679008364677,0.0015184144722297788,0.0017929802415892482,0.0015439152484759688,0.0016371817328035831,0.0018008360639214516,0.0019396976567804813,0.0011333419242873788,0.001503880601376295,0.0016165463021025062
1,0.00111718091648072,0.0017453987384214997,0.0012633937876671553,0.0015071129892021418,0.0007076791953295469,0.001685481984168291,0.0012609090190380812,0.0014109021285548806,0.001261356519535184,0.0013028003741055727,0.0016215642681345344,0.001721672946587205,0.0009154948638752103,0.001199241727590561,0.0013371554668992758,1e-04,0.000962164078373462,0.0015360956313088536,0.0010954724857583642,0.001273980364203453,0.0005643428303301334,0.0013882705243304372,0.0010686026653274894,0.001090962323360145,0.0010577553184702992,0.0012060258304700255,0.001574765658006072,0.0015912175877019763,0.0009130861726589501,0.0009541084873490036,0.0011626321356743574
2,0.0009584187646396458,0.0013349715154618025,0.0009881977457553148,0.0011982264695689082,0.0005432697362266481,0.0013149023288860917,0.000989807303994894,0.0010912528960034251,0.0009990207618102431,0.0010769651271402836,0.0014265552163124084,0.001524067367427051,0.0007412603008560836,0.000947847671341151,0.0010810544481500983,1e-04,0.0008836905471980572,0.0012734881602227688,0.0008825548575259745,0.0010923246154561639,0.000536559266038239,0.001206838060170412,0.0008514357032254338,0.0009568052482791245,0.0009418808040209115,0.0010865821968764067,0.0014287709491327405,0.0015079466393217444,0.0007855628500692546,0.0008882902911864221,0.0010230521438643336
3,0.0008891785982996225,0.001180059858597815,0.000840737484395504,0.0010576340137049556,0.00048211304238066077,0.001171116717159748,0.0008530034683644772,0.0009946923237293959,0.0008910219185054302,0.0009996871231123805,0.0012631731806322932,0.0013835462741553783,0.0006646395777352154,0.0008369166171178222,0.000964823120739311,1e-04,0.0008356976322829723,0.0011906226864084601,0.0008239768212661147,0.0009972715051844716,0.00043518314487300813,0.0011442661052569747,0.0007795648416504264,0.0008755014277994633,0.0008780879434198141,0.001038556220009923,0.0012172434944659472,0.0013347428757697344,0.000640404294244945,0.0006975193973630667,0.0009206170216202736
4,0.0008360219653695822,0.0010928197298198938,0.0007582252146676183,0.0009995565051212907,0.0004456321767065674,0.0010976257035508752,0.0007641851552762091,0.0009273713803850114,0.0008323682122863829,0.0009484084439463913,0.001138791092671454,0.001282426412217319,0.0006188572151586413,0.0007742580492049456,0.0008940387633629143,1e-04,0.0008825445547699928,0.0011440092930570245,0.0007501750951632857,0.0009902988094836473,0.0004931768053211272,0.0010542639065533876,0.0007270820788107812,0.0008929790346883237,0.0008176726405508816,0.0009782114066183567,0.0013324569445103407,0.0013418582966551185,0.0007262103026732802,0.0007193534984253347,0.0009178779437206686
5,0.0008048578747548163,0.0010196863440796733,0.0006915724952705204,0.0009338774252682924,0.0004218190151732415,0.0010303440503776073,0.0006950460956431925,0.0008771124994382262,0.0007876447052694857,0.0008930920739658177,0.0010438391473144293,0.001199674909003079,0.0005794824683107436,0.0007085804245434701,0.0008347589755430818,1e-04,0.000826031609904021,0.0011974509106948972,0.0007414198480546474,0.0009672443848103285,0.0003994434082414955,0.0010118618374690413,0.0007454061997123063,0.0008579509449191391,0.000836999504826963,0.000960308825597167,0.0010473087895661592,0.001146602793596685,0.0005816557095386088,0.0006464425823651254,0.0008547233883291483
6,0.0007653496577404439,0.000962080666795373,0.0006327260634861887,0.0008876831852830946,0.00039836502401158214,0.0009925342164933681,0.000643800653051585,0.0008317508618347347,0.0007440588669851422,0.0008596918196417391,0.0009673578315414488,0.001139757689088583,0.0005468951421789825,0.0006591277779079974,0.0007879412733018398,1e-04,0.000745636411011219,0.0010173596674576402,0.0006517349975183606,0.0008860528469085693,0.00040058247395791113,0.0009657203336246312,0.000609340553637594,0.0007856323500163853,0.000729840830899775,0.0009238451602868736,0.000990493455901742,0.0011482553090900183,0.0005642808391712606,0.0006385117885656655,0.0007898062467575073
7,0.0007420679903589189,0.0009237886988557875,0.0005967479082755744,0.0008545750170014799,0.00038039314677007496,0.0009563834173604846,0.0005942120333202183,0.0007997862994670868,0.0007111520390026271,0.0008360073552466929,0.0009056074195541441,0.0010825775098055601,0.0005253078998066485,0.0006370224873535335,0.0007532589952461421,1e-04,0.0007292241207323968,0.0009868554770946503,0.0005929702892899513,0.000846498878672719,0.000400539836846292,0.0009489548392593861,0.0005497695528902113,0.0007588351727463305,0.0006968993111513555,0.0009017757838591933,0.0009239267674274743,0.0010917425388470292,0.0005380097427405417,0.0006043182802386582,0.000755022861994803
8,0.000715996022336185,0.0008924207650125027,0.0005549690104089677,0.0008244328200817108,0.0003611276624724269,0.0009221085347235203,0.0005587581545114517,0.0007664230070076883,0.0006835373933427036,0.0008071407210081816,0.0008665670757181942,0.0010373188415542245,0.0005023365956731141,0.0005925772711634636,0.0007204084540717304,1e-04,0.0007157193613238633,0.0009582533384673297,0.0005775234312750399,0.0008411106537096202,0.00036965153412893414,0.0009796593803912401,0.0005477135418914258,0.0007398269372060895,0.0006926854839548469,0.0008859485387802124,0.0009641773067414761,0.00112505117431283,0.0005310566630214453,0.0005777539918199182,0.000750437960959971
9,0.0006883001187816262,0.0008545424789190292,0.0005310869310051203,0.0007845766958780587,0.0003500408201944083,0.0008929533651098609,0.0005334751913323998,0.0007323625031858683,0.0006559559842571616,0.0007817536243237555,0.0008251619874499738,0.0010051061399281025,0.00048633175902068615,0.0005658524460159242,0.0006919641164131463,1e-04,0.0007078110356815159,0.0009409922058694065,0.0005874152411706746,0.0008568345219828188,0.0003820470883511007,0.0009013644885271788,0.0005236697033978999,0.0007237534737214446,0.0006685784901492298,0.000861162377987057,0.0008972473442554474,0.0010200138203799725,0.0005112017970532179,0.0005190630909055471,0.0007215108489617705
10,0.0006673305761069059,0.0008271962869912386,0.000504460942465812,0.0007609571912325919,0.00034126389073207974,0.0008657144499011338,0.0005021305405534804,0.0007078428170643747,0.0006208469276316464,0.0007616236689500511,0.0007941004587337375,0.0009819997940212488,0.00046930808457545936,0.0005463642883114517,0.0006679385551251471,1e-04,0.0006977360462769866,0.0009052265086211264,0.0006168769323267043,0.0008747259271331131,0.0003648522833827883,0.0008781549986451864,0.0005386098637245595,0.0007310262299142778,0.0006817603134550154,0.0008469214080832899,0.0008483782294206321,0.0009825282031670213,0.0005028180894441903,0.000522213289514184,0.0007137019420042634
11,0.0006504759658128023,0.0008103380678221583,0.0004800153838004917,0.0007346413331106305,0.00032495686900801957,0.000852955796290189,0.0004859953187406063,0.0006834413507021964,0.0006023265887051821,0.0007425150251947343,0.0007708697230555117,0.0009541475446894765,0.000458819093182683,0.0005202579195611179,0.0006479826406575739,1e-04,0.0007079686038196087,0.0009008200140669942,0.0005449591553770006,0.0008055925136432052,0.00036261658533476293,0.0008873683400452137,0.00054107082542032,0.0007293247617781162,0.0006953047122806311,0.0008570626378059387,0.0008366189431399107,0.00099616136867553,0.00048815985792316496,0.0005261452752165496,0.0007056553731672466
12,0.0006327242590487003,0.0007794470875523984,0.00046096881851553917,0.0007062188815325499,0.0003196506295353174,0.0008200507145375013,0.0004595577483996749,0.0006612071883864701,0.000593055970966816,0.0007283019367605448,0.0007380333845503628,0.0009171896963380277,0.00044505365076474845,0.0005057178786955774,0.0006262269453145564,1e-04,0.0006905831978656352,0.0008963995496742427,0.0005575457471422851,0.0008038028026930988,0.00035239546559751034,0.0008680797764100134,0.0004905214882455766,0.0007349594379775226,0.0007146415882743895,0.0008830894366838038,0.0008523090509697795,0.0009689567959867418,0.0004964843392372131,0.0005098493420518935,0.0007014014408923686
13,0.0006024439935572445,0.0007590535678900778,0.0004434786969795823,0.0006888190400786698,0.000310333794914186,0.0007959275390021503,0.00043846562039107084,0.0006361338309943676,0.0005728963878937066,0.0007074318709783256,0.0007207762100733817,0.000896354322321713,0.0004345630295574665,0.0004925882676616311,0.0006070902454666793,1e-04,0.0006592844147235155,0.0008898787782527506,0.0005378811038099229,0.0007864145445637405,0.00035844373633153737,0.0008694173884578049,0.00047344277845695615,0.0006816509994678199,0.000656592717859894,0.0008349966956302524,0.000758204550947994,0.0009078477742150426,0.0004685086605604738,0.0004958480130881071,0.0006698865327052772
14,0.0005898647359572351,0.0007361872121691704,0.0004192939668428153,0.0006622563232667744,0.0002972553193103522,0.0007737131672911346,0.0004184232384432107,0.000611994240898639,0.0005470099858939648,0.0006876990664750338,0.000693177804350853,0.0008786667021922767,0.0004207208112347871,0.0004744707839563489,0.0005864809500053525,1e-04,0.0006532194674946368,0.0008618724532425404,0.0005550897913053632,0.0007819216698408127,0.0003610320563893765,0.0008444870472885668,0.0004909292329102755,0.0007061852375045419,0.0006627321126870811,0.0008097300888039172,0.0007991617312654853,0.0009407509351149201,0.00047413224820047617,0.0005197727587074041,0.0006757868104614317
15,0.0005738972104154527,0.0007171903271228075,0.0004038316255901009,0.0006369393668137491,0.00028860935708507895,0.0007518035708926618,0.00040154377347789705,0.0005963492440059781,0.0005342165241017938,0.0006665666587650776,0.0006787534803152084,0.0008510794141329825,0.00041029759449884295,0.0004635720106307417,0.0005696178996004164,1e-04,0.0007170349708758295,0.000854791549500078,0.0005450145108625293,0.0008075362420640886,0.0003497415455058217,0.0008448546868748963,0.000491756247356534,0.0007148705190047622,0.0006652638548985124,0.000825365714263171,0.0007862253696657717,0.000972918642219156,0.0004637946840375662,0.000480680784676224,0.0006799891707487404
16,0.0005619282019324601,0.0007021718774922192,0.00038756971480324864,0.0006135443691164255,0.000282960943877697,0.000736015907023102,0.0003912112442776561,0.0005850702873431146,0.0005224444321356714,0.0006565015064552426,0.0006704081315547228,0.0008421239908784628,0.00040401105070486665,0.0004481931682676077,0.0005574392853304744,1e-04,0.0006510886014439166,0.000834310834761709,0.0004875999875366688,0.0007907504914328456,0.00034955315641127527,0.0008484741556458175,0.0004688341578003019,0.0006814584485255182,0.0006457203417085111,0.0008042175904847682,0.0007244115113280714,0.0009095268906094134,0.0004577819781843573,0.0005034561036154628,0.0006540846079587936
17,0.0005448891315609217,0.0006753707421012223,0.00037674730992875993,0.0006035441183485091,0.00027471702196635306,0.0007128651486709714,0.0003735787468031049,0.0005647924263030291,0.0004978121723979712,0.0006384360603988171,0.0006442492012865841,0.0008169123902916908,0.00039386295247823,0.00043315018410794437,0.0005393523606471717,1e-04,0.000678111391607672,0.0008474612259306014,0.0005167733761481941,0.0007551246671937406,0.00034290386247448623,0.0008210116066038609,0.0004503281379584223,0.0006675113108940423,0.0006210726569406688,0.0008032494224607944,0.0008621514425612986,0.001028828788548708,0.00048531946958974004,0.0005150128854438663,0.0006710612797178328
18,0.0005286834784783423,0.0006516279536299407,0.0003676514606922865,0.0005832877359353006,0.0002656129654496908,0.0006874519167467952,0.00036895080120302737,0.0005463000270538032,0.0004901396459899843,0.0006192692671902478,0.0006287409923970699,0.0007980875088833272,0.0003856537805404514,0.00042744228267110884,0.0005249211098998785,1e-04,0.0006651842850260437,0.0008608156931586564,0.0005096133681945503,0.0007871008710935712,0.00031859998125582933,0.0008074946235865355,0.0004691949288826436,0.0006538338493555784,0.0006386831519193947,0.0008092987700365484,0.0007107006385922432,0.0009044235339388251,0.000442277843831107,0.000470505328848958,0.0006462663295678794
19,0.0005150733049958944,0.0006284085684455931,0.00035075037158094347,0.0005584852769970894,0.00025934912264347076,0.0006782136624678969,0.0003514602140057832,0.0005340888747014105,0.0004723039746750146,0.0006039970321580768,0.0006261637317948043,0.0007911122520454228,0.0003782829153351486,0.0004171867039985955,0.0005117766559123993,1e-04,0.0006376363453455269,0.0008406902197748423,0.0004976270138286054,0.0007613524212501943,0.00032863320666365325,0.0008182129822671413,0.0004568283329717815,0.000657677766866982,0.0006129385437816381,0.0008178654825314879,0.0007305594044737518,0.0008925906731747091,0.00045407915604300797,0.0004760321171488613,0.000641623220872134
20,0.000500554102472961,0.0006163407815620303,0.0003424374444875866,0.0005380437360145152,0.00025547543191350996,0.0006517788860946894,0.00033889300539158285,0.000510618498083204,0.000457049289252609,0.0005848626024089754,0.000605180743150413,0.0007661831914447248,0.00036704528611153364,0.000406868988648057,0.0004958096542395651,1e-04,0.0006529726088047028,0.0008243073243647814,0.0004844359355047345,0.0007742843590676785,0.00031852698884904385,0.000818649132270366,0.0004442945937626064,0.0006703697727061808,0.0006302144611254334,0.0007941869553178549,0.0007317682611756027,0.0009038194548338652,0.0004562408721540123,0.00046480351011268795,0.0006406338070519269
21,0.00048602453898638487,0.0005968871410004795,0.0003320689720567316,0.0005343108205124736,0.0002500989066902548,0.0006497725262306631,0.0003378713736310601,0.0005059940158389509,0.0004497083427850157,0.0005733717116527259,0.0005952228093519807,0.0007504469249397516,0.00036125906626693904,0.00039282237412407994,0.00048684721696190536,1e-04,0.0006656689802184701,0.0008438786026090384,0.0005048013990744948,0.0007742228335700929,0.00031372340163215995,0.0008006121497601271,0.00045222273911349475,0.0006617212202399969,0.0006166861858218908,0.00079855922376737,0.0007185458671301603,0.0008602038724347949,0.00044473970774561167,0.0004534278705250472,0.0006363581051118672
22,0.00046840362483635545,0.0005838981014676392,0.0003209747956134379,0.0005046282312832773,0.0002371016889810562,0.0006155673763714731,0.00032224023016169667,0.00048690292169339955,0.0004263703594915569,0.000558194238692522,0.000581790809519589,0.0007330302614718676,0.0003507223736960441,0.0003912092943210155,0.0004700740100815892,1e-04,0.0006483739125542343,0.000823992129880935,0.0004680230049416423,0.0007431671838276088,0.0003179104533046484,0.0007792198448441923,0.0004278961569070816,0.0006422181613743305,0.0006283986149355769,0.0007938503404147923,0.0007164424168877304,0.0008784827077761292,0.00043164074304513633,0.00044059951324015856,0.0006243010866455734
23,0.00046099667088128626,0.0005657342844642699,0.00031136872712522745,0.0004907686379738152,0.0002381335652898997,0.0006000208668410778,0.00031268838210962713,0.00047510620788671076,0.0004219310649204999,0.0005442834226414561,0.0005640190793201327,0.0007153978222049773,0.00034556930768303573,0.0003780931292567402,0.000458865164546296,1e-04,0.0006424296298064291,0.0008327691466547549,0.0004817308217752725,0.0007648356258869171,0.0003198265330865979,0.000828435062430799,0.00044213287765160203,0.0006349824252538383,0.0006242866511456668,0.0008000507950782776,0.0007239149999804795,0.0008762197103351355,0.00044923933455720544,0.00043844745960086584,0.0006328071467578411
24,0.00045122308074496686,0.000549697782844305,0.0003076224238611758,0.00048059847904369235,0.00022279271797742695,0.0005877891089767218,0.0003073319676332176,0.00046252598986029625,0.0004175144713371992,0.0005299983895383775,0.0005515110678970814,0.0007074823370203376,0.0003371544007677585,0.0003751841140910983,0.00044917294871993363,1e-04,0.0006432374357245862,0.0008582057198509574,0.00047524727415293455,0.0007592954789288342,0.0003141853667329997,0.0008044112473726273,0.00044660159619525075,0.0006618901388719678,0.0005866928840987384,0.0007991135935299098,0.000723108125384897,0.0008570255013182759,0.0004283179296180606,0.00043203140376135707,0.0006278116488829255
25,0.00044333035475574434,0.000522574526257813,0.00028742890572175384,0.00046202444355003536,0.00021541243768297136,0.000564109010156244,0.00029292257386259735,0.00045075290836393833,0.0004002689092885703,0.0005126794567331672,0.0005424766568467021,0.0006853413069620728,0.0003219054779037833,0.00035984403803013265,0.00043293338967487216,1e-04,0.0006435688701458275,0.000873256241902709,0.0004702346050180495,0.0007474363083019853,0.00030564898042939603,0.0008243744377978146,0.0004136111820116639,0.0006595609593205154,0.0006299943197518587,0.0008075388614088297,0.0007160032982937992,0.0008847833960317075,0.000455114699434489,0.0004442472418304533,0.0006339552346616983
26,0.0004241450224071741,0.0005137601401656866,0.0002759388298727572,0.00044193636858835816,0.00021202670177444816,0.0005488696042448282,0.00027928929193876684,0.0004284897295292467,0.00038324890192598104,0.0004996196366846561,0.000534100632648915,0.0006747518782503903,0.00031044616480357945,0.000356182485120371,0.0004202002310194075,1e-04,0.000643150182440877,0.0008576062973588705,0.0004600296088028699,0.0007452695281244814,0.0003178621409460902,0.000822772562969476,0.0004170109750702977,0.000638036523014307,0.0006051796954125166,0.0007793484255671501,0.0007069213897921145,0.0008352947770617902,0.00042505707824602723,0.00044755038106814027,0.000621506420429796
27,0.00041706679621711373,0.000491813407279551,0.00026685328339226544,0.00043148660915903747,0.00020515341020654887,0.000525662733707577,0.00027021634741686285,0.00041618983959779143,0.0003748056187760085,0.0004794759734068066,0.0005222266772761941,0.0006528273806907237,0.0003051832609344274,0.0003463453322183341,0.0004075220786035061,1e-04,0.0006566221127286553,0.0008501277770847082,0.00048116580001078546,0.0007383167976513505,0.0003043477772735059,0.0007918292540125549,0.0004294220416340977,0.0006489177467301488,0.0005953260115347803,0.0007859452161937952,0.0007506469264626503,0.0009414194501005113,0.00043062493205070496,0.000430982414400205,0.0006311209872364998
28,0.0003995459119323641,0.00048414457705803216,0.0002659082238096744,0.00042216735891997814,0.00020298453455325216,0.0005177679704502225,0.0002662924234755337,0.00040431818342767656,0.00035864851088263094,0.000475758861284703,0.0005098307156004012,0.0006429150816984475,0.00029787965468131006,0.0003387727774679661,0.0003990668337792158,1e-04,0.0006568020326085389,0.0008656368590891361,0.00046070897951722145,0.0007372354157269001,0.00030602148035541177,0.0008374031749553978,0.0004249360354151577,0.00065210199682042,0.0006066881469450891,0.000798479188233614,0.0007074226741679013,0.0008378920610994101,0.00044873193837702274,0.0004251398495398462,0.0006260856171138585
29,0.00039592786924913526,0.0004646854940801859,0.0002569748612586409,0.00041006325045600533,0.00019936745229642838,0.0005012385663576424,0.0002570413053035736,0.00039637924055568874,0.00035906655830331147,0.00046163119259290397,0.0005022117402404547,0.000632844865322113,0.00029300086316652596,0.0003325534053146839,0.00039021341945044696,1e-04,0.0006732724141329527,0.0008338018087670207,0.00045961348223499954,0.000759839138481766,0.00031906511867418885,0.0008475182694382966,0.000407482439186424,0.000650001980829984,0.0006212582811713219,0.0007764043402858078,0.0007208687602542341,0.0008475853246636689,0.0004286755865905434,0.00046581492642872036,0.0006293717888183892
30,0.00038289930671453476,0.000447349448222667,0.0002444840793032199,0.00039669344550929964,0.0001892094878712669,0.0004946186672896147,0.0002500635164324194,0.00038245305768214166,0.0003463196335360408,0.00045047778985463083,0.0004952606395818293,0.000620046688709408,0.00028476573061197996,0.000326160661643371,0.00037934331339783967,1e-04,0.0006499201408587396,0.0008449309971183538,0.00045926839811727405,0.0007439214386977255,0.0003269334265496582,0.0008091632043942809,0.0004011385899502784,0.0006473512039519846,0.000646343338303268,0.0007867139647714794,0.0007171825272962451,0.0008607370546087623,0.00041626711026765406,0.00045594549737870693,0.0006261297967284918
31,0.00037082310882396996,0.00044134966447018087,0.0002471834886819124,0.0003803156141657382,0.0001838536118157208,0.0004791737301275134,0.00024942337768152356,0.00037434985279105604,0.00033809791784733534,0.00043788133189082146,0.0004745024489238858,0.0006057609571143985,0.00027949901414103806,0.0003238770877942443,0.0003704349510371685,1e-04,0.0006724690902046859,0.0008545538294129074,0.0004991308087483048,0.0007730163633823395,0.0003681764064822346,0.0007984252297319472,0.0004177657829131931,0.0006995377480052412,0.0006208004779182374,0.0007830567774362862,0.0007414758438244462,0.0008226601639762521,0.00047499744687229395,0.00044297846034169197,0.0006406460888683796
32,0.00032840282074175775,0.0003793157811742276,0.00020842587400693446,0.0003320184478070587,0.00016432457778137177,0.0004191667539998889,0.0002166579506592825,0.00032950425520539284,0.0003012661181855947,0.00038873814628459513,0.0004353156255092472,0.0005446914583444595,0.0002492640051059425,0.00030125907505862415,0.00032845340319909155,5e-05,0.0006583378999494016,0.0008382702944800258,0.0004556941566988826,0.0007649820181541145,0.00029448236455209553,0.0007842680206522346,0.00041267499909736216,0.0006393101648427546,0.0005849117296747863,0.000797135871835053,0.0006831730715930462,0.0008268994279205799,0.0004220335395075381,0.000398582051275298,0.0006114824791438878
33,0.0003159576444886625,0.0003673051833175123,0.00020097133528906852,0.00032020261278375983,0.00015517667634412646,0.0004013791331090033,0.0002066299202851951,0.0003130285767838359,0.0002903559652622789,0.0003783915308304131,0.00041359581518918276,0.0005234084674157202,0.00023698578297626227,0.0002875263162422925,0.00031506537925451994,5e-05,0.0006717132637277246,0.0008188021602109075,0.0004376813885755837,0.0007467506802640855,0.0002938350080512464,0.000780253205448389,0.0004037956241518259,0.0006498615839518607,0.0006068880902603269,0.00078481191303581,0.0006625172100029886,0.0008110085036605597,0.00040559351327829063,0.0004193057247903198,0.0006066298228688538
34,0.0003080348833464086,0.00035125500289723277,0.00019830561359412968,0.00031045443029142916,0.00015357193478848785,0.0003892618988174945,0.00020416415645740926,0.0003088209487032145,0.0002804522810038179,0.00036061936407350004,0.0004073958261869848,0.0005144745809957385,0.00023535244690719992,0.0002869374002330005,0.00030779317603446543,5e-05,0.0006681320373900235,0.0008161108708009124,0.000450909195933491,0.0007302328594960272,0.00029978828388266265,0.0008170169894583523,0.0004055864119436592,0.0006466427585110068,0.0006029012729413807,0.0007947168196551502,0.000681286386679858,0.0008432052563875914,0.00041825760854408145,0.0004210045444779098,0.0006139850011095405
35,0.00029927826835773885,0.0003441224107518792,0.00019336315745022148,0.0003005479520652443,0.0001474966120440513,0.0003782146377488971,0.00019970907305832952,0.0002993432863149792,0.0002717664756346494,0.0003540865145623684,0.00040119679761119187,0.0005039255484007299,0.00022810600057709962,0.000279914413113147,0.00030007664463482797,5e-05,0.0006458472926169634,0.0008399280486628413,0.0004419405886437744,0.0007625927682965994,0.0003061974130105227,0.0008249503443948925,0.00039922696305438876,0.0006621657521463931,0.0005880567478016019,0.0007881861529313028,0.0007056548492982984,0.0008513819193467498,0.0004159551754128188,0.00041636620881035924,0.0006177463801577687
36,0.00029578141402453184,0.0003362031129654497,0.00018862300203181803,0.0002967245236504823,0.000148174018249847,0.0003700566303450614,0.00019770205835811794,0.0002934281656052917,0.0002678189193829894,0.00034429869265295565,0.00039499395643360913,0.0004957551718689501,0.00022437026200350374,0.00027701479848474264,0.0002950675552710891,5e-05,0.0006561173358932137,0.0008519326220266521,0.00044404782238416374,0.0007383363554254174,0.0003079463494941592,0.0008202333119697869,0.00040875113336369395,0.000655241368804127,0.0006061113672330976,0.0007796609424985945,0.00071255600778386,0.0008281220798380673,0.0004139110678806901,0.00040469077066518366,0.0006162615027278662
37,0.0002859134692698717,0.0003299910749774426,0.0001854634319897741,0.00029130763141438365,0.00014350778656080365,0.00036462978459894657,0.00019117043120786548,0.00029248479404486716,0.0002651146787684411,0.0003388474287930876,0.00038335658609867096,0.00048634453560225666,0.00022018466552253813,0.0002799627836793661,0.00028987714904360473,5e-05,0.0006797033711336553,0.0008347815019078553,0.00044621407869271934,0.0007311486406251788,0.0003081814502365887,0.000826602685265243,0.00040416145930066705,0.000667557877022773,0.0005975895910523832,0.0008083846187219024,0.0006868068012408912,0.0008397938800044358,0.00041030385182239115,0.0004095127515029162,0.0006179101765155792
38,0.00028082248172722757,0.00032057083444669843,0.00018138342420570552,0.00027584575582295656,0.00014101846318226308,0.00035175285302102566,0.00018905730394180864,0.0002820263907779008,0.0002575511753093451,0.00033150246599689126,0.0003828287881333381,0.00047852288116700947,0.00021460343850776553,0.00027400473481975496,0.0002829637087415904,5e-05,0.0006446926854550838,0.0008192752720788121,0.0004477933398447931,0.0007533424068242311,0.00031502245110459626,0.0008269869140349329,0.00040800447459332645,0.0006751680048182607,0.0005770142306573689,0.0007742615998722613,0.0007076252950355411,0.000849400763399899,0.0004137672367505729,0.0004208233440294862,0.0006166555685922503
39,0.00026514698402024806,0.0003003725432790816,0.00017401165678165853,0.0002617604041006416,0.00013285702152643353,0.00032676997943781316,0.00017739903705660254,0.0002620933810248971,0.0002406987186986953,0.00031145266257226467,0.00035693426616489887,0.00045386271085590124,0.0002036812511505559,0.0002629809023346752,0.0002664302010089159,2.5e-05,0.0006504147313535213,0.0008253262494690716,0.0004428669635672122,0.0007500929059460759,0.0003006125916726887,0.0008318863692693412,0.0004047221736982465,0.0006360540282912552,0.0005913461209274828,0.0007724651368334889,0.0006894273683428764,0.0008004461415112019,0.000415522517869249,0.000393387716030702,0.0006074693519622087
40,0.00025963110965676606,0.0002923174179159105,0.00016945990500971675,0.0002551035722717643,0.00012945443450007588,0.00032151126652024686,0.00017442626995034516,0.0002587977214716375,0.00023722471087239683,0.0003022628661710769,0.0003486112109385431,0.000436380913015455,0.00019349429931025952,0.0002596803824417293,0.00025988256675191224,2.5e-05,0.0006712141912430525,0.0008301332709379494,0.000431329186540097,0.0007451227866113186,0.00030863576103001833,0.0008469418389722705,0.00038957755896262825,0.0006497785798273981,0.0006054943078197539,0.0007948849233798683,0.0006985986838117242,0.0008284581126645207,0.00040729611646384,0.00039419595850631595,0.0006144044455140829
41,0.0002529176417738199,0.0002844295231625438,0.00016881803458090872,0.00024856944219209254,0.00012924650218337774,0.00031293180654756725,0.00017270675743930042,0.00025521396310068667,0.00023372663417831063,0.0002944274165201932,0.0003421533911023289,0.00043361110147088766,0.00019579252693802118,0.000258047686656937,0.00025589930010028183,2.5e-05,0.0006666307453997433,0.000833775382488966,0.0004472457221709192,0.0007633408531546593,0.0003008336352650076,0.0008243794436566532,0.0004062647349201143,0.0006461277953349054,0.0005964571610093117,0.0008094240911304951,0.0006543124909512699,0.0008124937303364277,0.00041707546915858984,0.0004100570804439485,0.0006134585128165781
42,0.00024762118118815124,0.00028494687285274267,0.00016757486446294934,0.00024941726587712765,0.00012684451940003783,0.000310719246044755,0.00017128442414104939,0.00025204644771292806,0.00022791317314840853,0.00029220886062830687,0.0003370264603290707,0.0004304842441342771,0.00019346423505339772,0.000258396816207096,0.00025356761761941016,2.5e-05,0.0006646505789831281,0.0008485326543450356,0.00045450651668943465,0.0007613889174535871,0.0003122724301647395,0.000799701374489814,0.0003949369420297444,0.0006508962833322585,0.0006028889329172671,0.0008263880154117942,0.0006894987309351563,0.0008262770134024322,0.00042906650924123824,0.0003980702895205468,0.0006185053498484194
43,0.00024278978526126593,0.0002777967893052846,0.00016433396376669407,0.0002459542010910809,0.00012678536586463451,0.00030266706016846,0.00016808621876407415,0.00024324118567164987,0.00022724989685229957,0.0002855351776815951,0.000337043049512431,0.00042562306043691933,0.0001909963320940733,0.00025601175730116665,0.0002495795488357544,2.5e-05,0.000661530822981149,0.0008333901059813797,0.000446594349341467,0.0007376321009360254,0.00029529555467888713,0.0008218688308261335,0.0003996778395958245,0.0006570621626451612,0.000601268548052758,0.0008150880457833409,0.0006900904118083417,0.0008293318678624928,0.0004153223126195371,0.0003986734664067626,0.0006144875660538673
